1.13465021562703E-07 0.056698042688369
1.48013728928924E-07 0.100474048769127
2.37746427649773E-07 0.159057553309407
2.86177839072689E-07 0.23871761522272
3.34581558654772E-07 0.30582603399111
3.82579504194903E-07 0.385634231598201
4.40880103529033E-07 0.459159901847406
5.15498018194447E-07 0.551640962566692
6.0268752205741E-07 0.63566454650982
7.04360511231999E-07 0.715472730890509
8.41433890215616E-07 0.778419740266281
9.8310521528177E-07 0.835003303161443
1.209326027507E-06 0.885304272566714
1.46539261994034E-06 0.935510990636819
1.92506766806173E-06 0.970991050011721


     
